c_name,round,train_loss,train_acc,grad_norms
f_00044,0,2.07234787940979,0.21453287197231835,None
f_00062,0,0.8616933226585388,0.7777777777777778,None
f_00005,0,5.862751617513595e-09,1.0,None
f_00072,0,0.21155522763729095,0.9555555555555556,None
f_00030,0,0.3235808312892914,0.9555555555555556,None
f_00010,0,0.08293893188238144,0.9814814814814815,None
f_00080,0,0.009614188224077225,1.0,None
f_00023,0,0.00016953480371739715,1.0,None
f_00022,0,0.0056672305800020695,1.0,None
f_00064,0,0.8051734566688538,0.7407407407407407,None
f_00081,0,3.02274227142334,0.1016949152542373,None
f_00059,0,0.006883720401674509,1.0,None
f_00088,0,0.013162261806428432,1.0,None
f_00084,0,1.1113208532333374,0.5666666666666667,None
f_00018,0,0.004406909924000502,1.0,None
f_00034,0,0.8660936951637268,0.8977272727272727,None
f_00079,0,0.002581827575340867,1.0,None
f_00066,0,0.36892372369766235,0.9180327868852459,None
f_00021,0,0.31165459752082825,0.9193548387096774,None
f_00095,0,0.4663375914096832,0.8421052631578947,None
f_00054,0,0.36370110511779785,0.9013157894736842,None
f_00053,0,0.5083491206169128,0.890625,None
f_00071,0,0.5686712861061096,0.8703703703703703,None
f_00027,0,0.011965732090175152,1.0,None
f_00024,0,1.279064416885376,0.5104895104895105,None
f_00029,0,2.1901278495788574,0.7764705882352941,None
f_00099,0,1.9841045141220093,0.751412429378531,None
f_00036,0,0.0024293435271829367,1.0,None
f_00033,0,0.004667210392653942,1.0,None
f_00014,0,0.03855530172586441,0.9902912621359223,None
f_00085,1,0.0008629058138467371,1.0,None
f_00037,1,0.005314227659255266,1.0,None
f_00021,1,0.32730746269226074,0.9193548387096774,None
f_00096,1,0.010577172040939331,1.0,None
f_00080,1,0.009728578850626945,1.0,None
f_00040,1,4.8559817514615133e-05,1.0,None
f_00057,1,0.9835941195487976,0.5757575757575758,None
f_00076,1,0.004598545841872692,1.0,None
f_00093,1,2.868453025817871,0.7666666666666667,None
f_00041,1,0.030819706618785858,0.9961685823754789,None
f_00061,1,0.002204899676144123,1.0,None
f_00063,1,2.7601442980085267e-06,1.0,None
f_00072,1,0.1523391753435135,0.9555555555555556,None
f_00051,1,0.18733562529087067,0.9494949494949495,None
f_00050,1,0.6137565970420837,0.8023255813953488,None
f_00042,1,2.8359436988830566,0.4462809917355372,None
f_00097,1,0.8235807418823242,0.7272727272727273,None
f_00011,1,0.7024245858192444,0.7142857142857143,None
f_00000,1,0.5106940269470215,0.8450704225352113,None
f_00083,1,0.22420062124729156,0.9607843137254902,None
f_00043,1,1.288346767425537,0.4608695652173913,None
f_00033,1,0.004428586456924677,1.0,None
f_00073,1,0.011119618080556393,1.0,None
f_00031,1,0.0,1.0,None
f_00094,1,0.0046049985103309155,1.0,None
f_00001,1,0.0007278502453118563,1.0,None
f_00047,1,0.7464202642440796,0.6972477064220184,None
f_00079,1,0.0036181581672281027,1.0,None
f_00026,1,2.5384297370910645,0.2631578947368421,None
f_00016,1,1.1082420349121094,0.5581395348837209,None
f_00031,2,1.362391799375473e-08,1.0,None
f_00086,2,0.07671259343624115,0.991869918699187,None
f_00006,2,0.011317596770823002,1.0,None
f_00041,2,0.026629401370882988,0.9961685823754789,None
f_00096,2,0.008410731330513954,1.0,None
f_00039,2,0.17588207125663757,0.9722222222222222,None
f_00099,2,0.958162784576416,0.751412429378531,None
f_00027,2,0.01122844684869051,1.0,None
f_00050,2,0.584688127040863,0.8023255813953488,None
f_00076,2,0.004492524079978466,1.0,None
f_00022,2,0.005402691196650267,1.0,None
f_00007,2,8.763492473917722e-07,1.0,None
f_00034,2,0.6295613646507263,0.8977272727272727,None
f_00048,2,3.148852825164795,0.2923076923076923,None
f_00074,2,0.6285727620124817,0.6150793650793651,None
f_00025,2,0.9918757081031799,0.7553956834532374,None
f_00079,2,0.0031926080118864775,1.0,None
f_00091,2,1.177537202835083,0.5454545454545454,None
f_00062,2,0.800926685333252,0.7777777777777778,None
f_00003,2,0.0058072335086762905,1.0,None
f_00037,2,0.004950482863932848,1.0,None
f_00009,2,0.9283831715583801,0.43243243243243246,None
f_00035,2,0.6779110431671143,0.8484848484848485,None
f_00044,2,1.0247461795806885,0.39792387543252594,None
f_00028,2,0.30841249227523804,0.9027777777777778,None
f_00056,2,0.0036357291974127293,1.0,None
f_00052,2,0.38482922315597534,0.8430034129692833,None
f_00089,2,1.580837607383728,0.8677685950413223,None
f_00093,2,2.3554131984710693,0.7666666666666667,None
f_00002,2,0.0030199496541172266,1.0,None
f_00029,3,2.3324077129364014,0.7764705882352941,None
f_00080,3,0.010016615502536297,1.0,None
f_00067,3,1.0303535461425781,0.7111111111111111,None
f_00009,3,0.8586291670799255,0.4864864864864865,None
f_00087,3,0.003775747725740075,1.0,None
f_00096,3,0.008525784127414227,1.0,None
f_00041,3,0.02637113258242607,0.9961685823754789,None
f_00046,3,0.4663929045200348,0.8952380952380953,None
f_00088,3,0.01252160593867302,1.0,None
f_00001,3,0.0015857275575399399,1.0,None
f_00004,3,0.7885394096374512,0.6727272727272727,None
f_00072,3,0.198902428150177,0.9555555555555556,None
f_00039,3,0.134651780128479,0.9722222222222222,None
f_00053,3,1.7257685661315918,0.890625,None
f_00011,3,0.7522421479225159,0.7321428571428571,None
f_00006,3,0.010731282643973827,1.0,None
f_00050,3,0.5597991943359375,0.8023255813953488,None
f_00005,3,3.2049698006630933e-07,1.0,None
f_00083,3,0.21761074662208557,0.9607843137254902,None
f_00086,3,0.10000656545162201,0.991869918699187,None
f_00063,3,4.977969680908245e-08,1.0,None
f_00051,3,0.2428089678287506,0.9494949494949495,None
f_00093,3,2.195589303970337,0.7666666666666667,None
f_00044,3,0.9267870783805847,0.4740484429065744,None
f_00070,3,0.0020132616627961397,1.0,None
f_00049,3,0.18243378400802612,0.9818181818181818,None
f_00008,3,0.0022276940289884806,1.0,None
f_00084,3,1.1154179573059082,0.5666666666666667,None
f_00045,3,0.005078975576907396,1.0,None
f_00043,3,1.152207851409912,0.5217391304347826,None
f_00085,4,0.0007028109394013882,1.0,None
f_00073,4,0.010308201424777508,1.0,None
f_00008,4,0.002209864789620042,1.0,None
f_00031,4,0.0,1.0,None
f_00095,4,0.47375571727752686,0.7543859649122807,None
f_00005,4,5.381946721172426e-06,1.0,None
f_00091,4,1.273937463760376,0.509090909090909,None
f_00039,4,0.199920192360878,0.9722222222222222,None
f_00089,4,0.5266647934913635,0.8677685950413223,None
f_00061,4,0.0029960740357637405,1.0,None
f_00069,4,0.3480275869369507,0.9047619047619048,None
f_00059,4,0.006046791560947895,1.0,None
f_00014,4,0.04090225696563721,0.9902912621359223,None
